Phrase,Sentiment
respects the material without sentimentalizing it,3
"The art direction and costumes are gorgeous and finely detailed , and Kurys ' direction is clever and insightful .",4
sensual and,3
influence,3
embarrassingly ham-fisted sex jokes,0
talent,3
the dreams of youth,3
judge this one,2
"a very compelling , sensitive , intelligent and almost cohesive piece",4
lurid fiction,2
provides a satisfyingly unsettling ride into the dark places of our national psyche .,4
"All very stylish and beautifully photographed , but far more trouble",3
about guys and dolls,3
for a touching love story,3
is a superior horror flick .,4
"spirals downward , and thuds to the bottom of the pool with an utterly incompetent conclusion .",0
Eerily accurate depiction,3
national treasure,3
need more X and less blab,1
"'s simply stupid , irrelevant and deeply , truly , bottomlessly cynical",0
"contrived plotting , stereotyped characters and",0
a meaty plot,3
with a company of strictly A-list players,3
", the film 's ice cold",1
those who paid for it and those who pay to see it,2
its own cuteness,3
largely,2
an unflinching look,3
one eventually resents having to inhale this gutter romancer 's secondhand material,0
"As home movie gone haywire , it 's pretty enjoyable",3
Just about the surest bet for an all-around good time at the movies this summer,4
nicely done,3
to soothe and break your heart with a single stroke,3
exquisite,4
through the perverse pleasure of watching Disney scrape the bottom of its own cracker barrel,1
our close ties with animals,3
obsessive love,3
stop trying to please his mom,2
are small and easily overshadowed by its predictability,1
dreamy and,4
complex and quirky,3
"both Oscar winners ,",3
"are complex , laden with plenty of baggage and tinged with tragic undertones",3
pay,2
undeniably intriguing film,4
"A stylish but steady , and ultimately very satisfying , piece of character-driven storytelling .",4
Is n't as sharp as the original,1
"that uses a sensational , real-life 19th-Century crime as a metaphor for",4
not a bad way,3
is one of the best-sustained ideas I have ever seen on the screen,4
Uneven but a lot of fun,3
The filmmakers ' eye for detail,3
"creates a drama with such a well-defined sense of place and age -- as in , 15 years old -- that the torments and angst become almost as operatic to us as they are to her characters .",3
"is richly detailed , deftly executed and utterly absorbing .",4
Weighty and ponderous but every bit as filling as the treat of the title,3
one of the greatest date movies in years,4
have a good shot at a Hollywood career,3
"explore its principal characters with honesty , insight and humor",3
are funny,3
of fun,3
"a dashing and resourceful hero ; a lisping , reptilian villain ; big fights ; big hair ; lavish period scenery ; and a story",4
"In an era where big stars and high production values are standard procedure , Narc strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve .",3
"is lost , leaving the character of Critical Jim two-dimensional and pointless .",0
energy and innovation,3
's everything you 'd expect -- but nothing more .,1
"whimsicality , narrative discipline",4
"of young , Black manhood that is funny , touching , smart and complicated",4
see something that did n't talk down to them,3
hard to imagine a more generic effort in the genre,0
more to think about after the final frame,3
a frothing ex-girlfriend,2
"A fascinating , dark thriller that keeps you",4
"quite makes it to the boiling point , but manages to sustain a good simmer for most of its running time",3
"to explore its principal characters with honesty , insight and humor",3
"Goldbacher draws on an elegant visual sense and a talent for easy , seductive pacing",3
"It 's packed with adventure and a worthwhile environmental message ,",4
injects just enough freshness,3
appropriate the structure of Arthur Schnitzler 's Reigen,2
"Cho 's face is -RRB- an amazing slapstick instrument , creating a scrapbook of living mug shots .",3
is in his element,4
has that rare quality of being able to creep the living hell out of you,3
"the universal themes , earnest performances",3
you have a case of masochism and an hour and a half to blow,0
"The one-liners are snappy , the situations volatile and the comic opportunities richly rewarded",4
intense political and psychological thriller,4
deeply moving,3
Piccoli gives a superb performance full of deep feeling .,4
painfully,0
A moving and stark reminder that the casualties of war reach much further than we imagine .,4
", soar .",3
introduces,3
coming-of-age drama,3
after,2
should stop trying to please his mom,1
rot,1
for drawing wrenching performances from his actors -LRB- improvised over many months -RRB- and for conveying the way tiny acts of kindness make ordinary life survivable,4
characters drop their pants for laughs and not the last time,3
for putting together any movies of particular value or merit,3
gives new meaning to the phrase ` fatal script error .,2
glorious spectacle,4
", charming and quirky",4
"Guy gets girl , guy loses girl , audience falls asleep",0
"very funny , heartwarming film",4
flickering reminders of the ties that bind us,3
interesting and,4
creeps into your heart .,3
transcends the boy-meets-girl posturing of typical love stories .,3
something else altogether -- clownish and,3
"sexy , violent , self-indulgent and maddening",1
-LRB- At least -RRB- Moore is a real charmer .,3
made Mamet 's `` House of Games '' and last fall 's `` Heist '' so much fun,3
consistently,2
"Director Tom Dey demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 debut Shanghai Noon ,",4
good intentions,3
horrible poetry,1
"about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings",3
Sand 's masculine persona,3
not a Hollywood product,1
pulls off some deft Ally McBeal-style fantasy sequences,3
while peppering the pages with memorable zingers,3
has many of the things that made the first one charming,3
enjoyable above average summer diversion,3
memorable stunts,3
begins as a conventional thriller evolves into a gorgeously atmospheric meditation on life-changing chance encounters .,4
recognized as the man who bilked unsuspecting moviegoers,1
's always these rehashes to feed to the younger generations,3
a twisted sense of humor,3
one of the best gay love stories ever made,4
to be a boy truly in love with a girl,3
visually compelling one,3
goes about telling what at heart is a sweet little girl,3
flick that scalds like acid,0
by trying to distract us with the solution to another,1
overboard,1
The immersive powers of the giant screen and its hyper-realistic images are put to perfect use in the breathtakingly beautiful outer-space documentary Space Station 3D .,4
into the nature of faith,3
animation enthusiasts,3
anyone can relate,3
", seamless and sumptuous stream",3
I was entranced .,3
only one of the best gay love stories ever made,4
uses a magnificent landscape to create a feature film that is wickedly fun to watch,4
of what is really an amusing concept -- a high-tech tux that transforms its wearer into a superman,3
to lose the smug self-satisfaction usually associated with the better private schools,1
a self-glorified Martin Lawrence lovefest,2
that prove more potent and riveting than the unlikely story of Sarah and Harrison,2
have rarely seen,3
a very good viewing alternative for young women,3
"Smug , artificial , ill-constructed and fatally overlong",0
assured of the wrong things,3
"Swimming is above all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings",3
compulsively watchable,3
pleasingly upbeat,3
"There are no special effects , and no Hollywood endings .",3
"'m not sure which is worse : the poor acting by the ensemble cast , the flat dialogue by Vincent R. Nebrida or the gutless direction by Laurice Guillen .",0
A rip-roaring comedy action,3
"when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers",0
's crap on a leash -- far too polite to scale the lunatic heights of Joe Dante 's similarly styled Gremlins .,0
good indication,3
"that is n't this painfully forced , false and fabricated",0
"is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and ... often misconstrued as weakness",3
"Nicole Holofcenter , the insightful writer\/director responsible for this illuminating comedy",4
Brian Tufano 's handsome widescreen photography and,3
will quite likely be more like hell .,1
color and creativity,3
its occasional charms are not to be dismissed .,3
exceptional,3
gently comic even as the film breaks your heart,4
where big stars and high production values are standard procedure,3
"a caffeinated , sloppy brilliance",3
a movie that grips and holds you in rapt attention from,4
comes along only occasionally,3
messing,1
zany ',3
Spielberg 's,2
"thought I heard a mysterious voice , and felt myself powerfully drawn toward the light -- the light of the exit sign .",0
"spirals downward , and thuds to the bottom of the pool with an utterly incompetent conclusion",1
very little,2
an 88-minute highlight reel,3
he has actually bothered to construct a real story this time .,3
ultimately delivers,3
Christopher,2
"A buoyant romantic comedy about friendship , love , and the truth that we 're all in this together .",3
depress you about life itself,1
emphasizing,3
has a spark of life to it -- more than you can say for plenty of movies that flow through the Hollywood pipeline without a hitch,3
make for some robust and scary entertainment,4
in which fear and frustration are provoked to intolerable levels,3
're at the right film,3
offers much to absorb and even more to think about after the final frame .,3
"compassion , good-natured humor",4
most resonant film since The Killer,4
sheer goofiness and cameos,3
is blazingly alive and admirable on many levels .,4
whole lot scarier,3
In comparison to his earlier films it seems a disappointingly thin slice of lower-class London life ; despite the title ... amounts to surprisingly little .,0
"is terrific , bringing an unforced , rapid-fire delivery to Toback 's Heidegger - and Nietzsche-referencing dialogue .",4
wears its empowerment,3
seems Grant does n't need the floppy hair and the self-deprecating stammers after all,3
over with,1
inspires,4
"recalls the Cary Grant of Room for One More , Houseboat and Father Goose in its affectionate depiction of the gentle war between a reluctant , irresponsible man and the kid who latches onto him",3
King Lear,3
"Spinning a web of dazzling entertainment may be overstating it , but",4
cinematography and exhilarating point-of-view shots and fewer slow-motion ` grandeur ' shots and,3
The delicious trimmings ...,3
a sour little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety,0
", The Hours does n't connect in a neat way , but introduces characters who illuminate mysteries of sex , duty and love .",3
enjoy the big screen postcard that is a self-glorified Martin Lawrence lovefest,1
childhood imagination,4
definite,2
instantly recognizable,2
Steven,2
tirade,2
beacon of hope,3
"aims to be funny , uplifting and moving , sometimes all at once .",4
"injects freshness and spirit into the romantic comedy genre , which has been held hostage by generic scripts that seek to remake Sleepless in Seattle again and again .",4
romantic-comedy duds,0
thick with wit it plays like a reading from Bartlett 's Familiar Quotations,3
childhood,2
that 's still too burdened by the actor,1
"This movie may not have the highest production values you 've ever seen ,",1
subtlest works,3
"very compelling , sensitive , intelligent",4
well,3
As inept as big-screen remakes of The Avengers and The Wild Wild West,2
extraordinary,4
"dare I say , entertaining !",3
several funny moments,3
offers an interesting bit of speculation,3
fondly remembered in the endlessly challenging maze of moviegoing,3
"Maelstrom is strange and compelling , engrossing and different ,",4
with soul,3
able to share his story so compellingly with us is a minor miracle,4
earnest dramaturgy,3
It 's not a particularly good film,1
is honestly affecting,4
forth,2
"Brainless , but enjoyably over-the-top ,",3
nuances,3
its sense of fun or energy,3
"have a good shot at a Hollywood career ,",3
interested,3
The young stars are too cute ;,3
"Some of the computer animation is handsome , and",3
the heroes of horror movies try to avoid,1
"is shallow , offensive and redundant , with pitifully few real laughs",0
"sweet , even delectable",4
"Twenty-three movies into a mostly magnificent directorial career , Clint Eastwood 's efficiently minimalist style",3
error,1
"a sweet , charming tale",4
"great fun ,",3
"Poetic , heartbreaking",4
"With Notorious C.H.O. Cho proves she has the stuff to stand tall with Pryor , Carlin and Murphy .",3
all as Very Important,3
"The large-frame IMAX camera lends itself beautifully to filming the teeming life on the reefs , making this gorgeous film a must for everyone from junior scientists to grown-up fish lovers .",4
a culture of people who sadly are at hostile odds with one another through recklessness and retaliation,1
's difficult not to cuss him out severely for bungling the big stuff,1
The film is saved from are n't - kids-cute sentimentality by a warmth that is n't faked and a stately sense of composition .,3
outshine,3
visual style,3
the path of good sense,2
"Peter Jackson and company once again dazzle and delight us ,",4
are simply intoxicating .,3
"is a kind , unapologetic , sweetheart of a movie",4
", Secret Ballot is a purposefully reductive movie -- which may be why it 's so successful at lodging itself in the brain .",4
James Horton,2
"This movie may not have the highest production values you 've ever seen , but it 's the work of an artist , one whose view of America , history and the awkwardness of human life is generous and deep .",4
makes a wonderful subject for the camera,4
scarily funny,3
in luck,3
memorable zingers,3
entirely irony-free zone,3
's as raw and action-packed an experience as a ringside seat at a tough-man contest .,3
celebrates universal human nature,3
"is depressing , ruthlessly pained and depraved , the movie equivalent of staring into an open wound .",1
suited,3
"delightful , if minor , pastry",3
fantastic Reign of Fire,4
Robert Rodriguez adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking .,4
An uncomfortable movie,0
"colour and depth ,",3
The unexplored story opportunities of `` Punch-Drunk Love '' may have worked against the maker 's minimalist intent but it is an interesting exercise by talented writer\/director Anderson .,3
's the funniest American comedy since Graffiti Bridge .,4
It gets the details of its time frame right but it completely misses its emotions .,1
An improvement on the feeble examples of big-screen Poke-mania that have preceded it .,3
"bringing an unforced , rapid-fire delivery",3
"easy , seductive pacing",3
very enjoyable,4
unfulfilling,0
guess why the cast and crew did n't sign a pact to burn the negative and the script and pretend the whole thing never existed,0
have infused Frida with a visual style unique and inherent to the titular character 's paintings and in the process created a masterful work of art of their own,4
A smart,4
"the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes .",4
Israeli\/Palestinian conflict as,3
Swinging,2
compelling film .,4
on foreign shores,3
of healthy eccentric inspiration and ambition,4
tasteful little revision works,3
with a clever pseudo-bio that manages to have a good time as it doles out pieces of the famous director 's life,4
does somehow manage to get you under its spell,3
who might enjoy this,3
Oscar-sweeping,4
"'s a talking head documentary , but a great one .",4
why the cast and crew did n't sign a pact to burn the negative and the script and pretend the whole thing never existed,0
"Try as you might to scrutinize the ethics of Kaufman 's approach , somehow it all comes together to create a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment",4
"The tasteful little revision works wonders , enhancing the cultural and economic subtext , bringing richer meaning to the story 's morals .",3
Patriot,3
masterpeice,4
opened it up for all of us to understand,3
"An uplifting ,",3
glows,3
the numerous scenes of gory mayhem are worth the price of admission ... if `` gory mayhem '' is your idea of a good time,3
you need to see it,3
A heartening tale of small victories and enduring hope .,3
The rare Imax movie that you 'll wish,3
"be captivated , as I was , by its moods , and by its subtly transformed star , and still",3
trusts the story it sets out to tell .,3
the film is not only a love song to the movies,3
surprised at the variety of tones in Spielberg 's work,4
eclipse the original,3
"funny in the way that makes you ache with sadness -LRB- the way Chekhov is funny -RRB- , profound without ever being self-important , warm without ever succumbing to sentimentality",4
"the recording sessions are intriguing ,",3
glamour,3
every single scene,3
to be in a martial-arts flick,2
and unpredictable character pieces,2
white-trash,0
more complex and honest,4
endlessly challenging,3
"destined to win a wide summer audience through word-of-mouth reviews and , not far down the line , to find a place among the studio 's animated classics",4
", generous and subversive artworks",4
Snow Dogs,2
can depress you about life itself .,1
letting,2
"very stylish and beautifully photographed , but",3
is nothing short of a great one .,4
has ever revealed before about the source of his spiritual survival,2
perpetual sense,3
"When you resurrect a dead man , Hard Copy should come a-knocking",1
sentimental,3
generic,1
Leguizamo 's best movie work,4
", vulgar and forgettably",2
the cartoon 's more obvious strength of snazziness,3
than it is to sit through,1
their version of The Quiet American,2
a loony melodramatic denouement,1
"more confused , less interesting",1
beaten to a pulp in his Dangerous Game,1
's a great American adventure and a wonderful film to bring to IMAX,4
good man,3
incredible IMAX sound system,4
rehashes several old themes and is capped with pointless extremes,1
ensures,3
"swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements",3
veers from its comic course,1
half the fun of college football games,3
This beautifully animated epic is never dull .,4
emerged as hilarious lunacy in the hands of Woody Allen,3
Mystery Science Theater 3000 guys,2
contest to see who can out-bad-act the other,0
I will be .,3
of youth,2
personal,3
bad blend,1
An edgy thriller that delivers a surprising punch .,3
of what passes for sex in the movies look like cheap hysterics,0
to drag as soon as the action speeds up,1
"painfully forced , false and fabricated",0
a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own,4
ranks as the most original in years,4
we can enjoy as mild escapism,3
it 's a heck of a ride,4
depress,1
upscale,3
came up with a treasure chest of material,3
"about openness , particularly the",3
"As literary desecrations go , this makes for perfectly acceptable , occasionally very enjoyable children 's entertainment .",3
Hollywood product,2
passes for sex in the movies look like cheap hysterics,0
comic barbs,3
quite good-natured,3
short,2
his heart,3
safe as to often play like a milquetoast movie of the week blown up for the big screen,1
you wo n't be disappointed,4
Lawrence,2
a good deal funnier,3
examination,2
"A small gem of a movie that defies classification and is as thought-provoking as it is funny , scary and sad .",3
a small but rewarding comedy,3
impressed upon it,2
credible,3
"Maelstrom is strange and compelling ,",3
"glows with enthusiasm , sensuality and a conniving wit",4
"is either a more rigid , Blair Witch-style commitment to its mockumentary format , or a more straightforward , dramatic treatment , with all the grandiosity that that implies",3
's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another .,1
Evokes,3
"systematically destroy everything we hold dear about cinema , only now it 's begun to split up so that it can do even more damage",0
"of establishing a time and place , and of telling a fascinating character 's story",3
concentrating on the elements of a revealing alienation among a culture of people who sadly are at hostile odds with one another through recklessness and retaliation,3
find it uninteresting,0
"hopefully , sets the tone for a summer of good stuff",4
the funniest jokes of any movie,4
Age,2
a nomination for a best-foreign-film Oscar :,4
sneaky,2
"strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve",4
meaty,3
a feat,3
"The Pianist -LRB- is -RRB- a supremely hopeful cautionary tale of war 's madness remembered that we , today , can prevent its tragic waste of life",4
"it will warm your heart ,",4
guessing at almost every turn,3
"A taut , sobering film",4
a rejected X-Files episode than a credible account of a puzzling real-life happening,0
recommended as an engrossing story about a horrifying historical event and the elements which contributed to it .,3
the real Antwone Fisher was able to overcome his personal obstacles and become a good man,3
to find her way,2
worked wonders,4
Everybody loves a David and Goliath story,4
they do n't fit well together,1
pack it with enough action to satisfy the boom-bam crowd without a huge sacrifice of character and mood,3
excited about on this DVD,4
has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end .,3
a little more attention paid to the animation,3
"gloriously flippant as Lock , Stock and Two Smoking Barrels",4
an impossible spot,3
a fairy tale that comes from a renowned Indian film culture that allows Americans to finally revel in its splendor,4
the film is a hilarious adventure,4
drinker,2
's this rich and luscious,3
overshadowed by its predictability,1
this should keep you reasonably entertained .,3
to sell us on this twisted love story,3
"Godard has never made a more sheerly beautiful film than this unexpectedly moving meditation on love , history , memory , resistance and artistic transcendence .",4
flickering reminders of the ties,2
subtly kinky bedside vigils and sensational denouements,3
Witty and often surprising,3
rises to its full potential as a film,4
the pile of useless actioners,0
admirably,3
"A fantastic premise anchors this movie , but what it needs",3
a remarkable ability to document both sides of this emotional car-wreck,4
offers some flashy twists,3
you might want to check it out,3
"equate to being good ,",3
the hearts of animation enthusiasts of all ages,3
movie star charisma,3
"An uplifting , largely bogus story",3
", moving , and adventurous directorial debut",4
"is made fresh by an intelligent screenplay and gripping performances in this low-budget , video-shot , debut indie effort",3
his cinematographer,2
a few nifty twists that are so crucial to the genre and another first-rate performance by top-billed star Bruce Willis,4
Smoochy,3
brilliant and brutal,4
it 's this rich and luscious,3
the gentle and humane side,3
smart and funny,4
insane comic,3
breathtakingly assured and stylish work,4
the product,3
obsessively,1
"Fast and funny , an action cartoon that 's suspenseful enough for older kids but not too scary for the school-age crowd .",3
", Swimming gets the details right , from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner .",3
viewing,2
first-time director Denzel Washington and a top-notch cast,4
surprised,3
sweetness,3
narrative,2
manages to nail the spirit-crushing ennui of denuded urban living without giving in to it .,3
her,2
"flawed , compromised and sad",0
will break your heart many times over,3
exercise in sham actor workshops and an affected malaise .,0
"be captivated , as I was , by its moods , and by its subtly transformed star , and",4
still offers a great deal of insight into the female condition and the timeless danger of emotions repressed .,3
the relationships were wonderful,4
following your dream,3
"is well crafted , and well executed",4
thumpingly,3
demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 debut Shanghai Noon,3
work from start to finish,2
something that is so meditative and lyrical about Babak Payami 's boldly quirky Iranian drama Secret Ballot ... a charming and evoking little ditty that manages to show the gentle and humane side of Middle Eastern world politics,4
a rainbow,2
in the most blithe exchanges gives the film its lingering tug,3
has a sure hand,3
his lesser works outshine the best some directors,3
permission,2
high camp and yet another sexual taboo into a really funny movie,3
sensational denouements,3
"to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers",1
carries us effortlessly from darkness,3
"anything ever , and easily the most watchable film of the year",4
a great movie,4
"been nice if the screenwriters had trusted audiences to understand a complex story , and left off the film 's predictable denouement",1
two genuinely engaging performers,4
reveal his impressively delicate range,3
recommend Snow Dogs,4
This wretchedly unfunny wannabe comedy is inane and awful,0
demanding,1
"The most wondrous love story in years , it is a great film .",4
Full of surprises,3
its sunny disposition,3
things that elevate `` Glory '' above most of its ilk,3
"faster , livelier",3
because of the way it allows the mind to enter and accept another world,3
maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in,3
teenage sex comedy,3
"Overall , it 's a very entertaining , thought-provoking film with a simple message :",4
then this first film to use a watercolor background since `` Dumbo '' certainly ranks as the most original in years .,4
"is the refreshingly unhibited enthusiasm that the people , in spite of clearly evident poverty and hardship , bring to their music .",4
there is truth here,3
the story compelling,3
a respectable sequel,3
rival the filmmaker 's period pieces,3
"the director of such Hollywood blockbusters as Patriot Games can still turn out a small , personal film with an emotional wallop",3
"an ambition to say something about its subjects , but not",2
"With a large cast representing a broad cross-section , Tavernier 's film bounds along with the rat-a-tat energy of `` His Girl Friday , '' maintaining a light touch while tackling serious themes .",3
of visual charm,3
the filling,3
the most sincere and artful movie,4
been quashed by whatever obscenity is at hand,1
"The documentary is much too conventional -- lots of boring talking heads , etc. -- to do the subject matter justice .",0
John Waters-like humor,4
I encourage young and old alike to go see this unique and entertaining twist on the classic whale 's tale --,4
make it a great piece to watch with kids and use to introduce video as art,4
a visually compelling one,3
is the refreshingly unhibited enthusiasm,4
staggeringly well-produced,4
"Watchable up until the point where the situations and the dialogue spin hopelessly out of control -- that is to say , when Carol Kane appears on the screen",0
"a level of young , Black manhood that is funny , touching , smart and complicated",4
"has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted and filled with crude humor and vulgar innuendo",0
wholesome and,3
"bounds along with the rat-a-tat energy of `` His Girl Friday , '' maintaining a light touch while tackling serious themes",4
as a reverie about memory and regret,3
"us see familiar issues , like racism and homophobia , in a fresh way",3
"lacks any real raw emotion , which is fatal for a film that relies on personal relationships .",0
"A vile , incoherent mess ... a scummy ripoff of David Cronenberg 's brilliant ` Videodrome . '",0
the exalted tagline,2
"succeeds with its dark , delicate treatment of these characters and its unerring respect for them .",3
"need n't be steeped in '50s sociology , pop culture or movie lore to appreciate the emotional depth of Haynes ' work",3
rouses,2
"with a lighthearted glow , some impudent snickers , and a glorious dose of humankind 's liberating ability",3
a movie about whimsical folk,3
manipulative whitewash,1
to mess,2
enough clever and unexpected,3
"A colorful , vibrant introduction to a universal human impulse",4
"About Schmidt is Nicholson 's goofy , heartfelt , mesmerizing King Lear .",3
you brush up against the humanity of a psycho,2
interesting cinematic devices,3
"is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers ' sporadic dips into pop Freudianism",3
high-powered star pedigree,4
"What 's so fun about this silly , outrageous , ingenious thriller",4
Unbreakable,3
extra points,3
The Last Kiss,3
unsatisfying,0
made the original Men in Black such a pleasure,3
peace is possible,3
mongrel pep,2
gritty story,2
Shakespeare,1
a spotty script,1
who welcomes a dash of the avant-garde fused with their humor,3
unnamed,2
bottom tier,1
Transforms one,2
painters,3
", memory , resistance and artistic transcendence",3
filmmaker,2
entertaining itself,3
"sharper , cleaner script",3
"appealing enough to probably have a good shot at a Hollywood career , if they want one",3
of Guy Ritchie,3
"a supremely hopeful cautionary tale of war 's madness remembered that we , today , can prevent its tragic waste of life",3
clever and insightful,4
the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling -LRB- though no less horrifying for it -RRB- .,3
"enough intelligence , wit or innovation on the screen to attract and sustain an older crowd",4
"very stylish and beautifully photographed , but far more",4
most brilliant,4
most uncanny,3
"try to balance pointed , often incisive satire and unabashed sweetness , with results that are sometimes bracing , sometimes baffling and quite often , and in unexpected ways , touching .",4
midlife crisis,1
about the filmmaker 's characteristic style,3
-- but it makes for one of the most purely enjoyable and satisfying evenings at the movies I 've had in a while .,4
felt and vividly detailed story about newcomers in a strange new world,3
leaves a positive impression,4
A triumph,4
"But though he only scratches the surface , at least he provides a strong itch to explore more .",3
evokes the bottom tier of blaxploitation flicks from the 1970s .,1
This ill-conceived and expensive project winds up looking like a bunch of talented thesps slumming it .,0
the film never veers from its comic course,3
Arthur Schnitzler 's Reigen,3
"Bittersweet comedy\/drama full of life , hand gestures , and some really adorable Italian guys .",4
's really well directed,4
unhurried narrative,3
"-LRB- who is always a joy to watch , even when her material is not first-rate -RRB-",3
"Like Shrek , Spirit 's visual imagination reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world .",4
is a heartfelt story,3
able to create an engaging story that keeps you guessing at almost every turn,4
"Take any 12-year-old boy to see this picture , and he 'll be your slave for a year",4
is really funny,3
A live-wire film that never loses its ability to shock and amaze .,4
", like nothing we 've ever seen before , and yet completely familiar .",3
"Does a good job of establishing a time and place , and of telling a fascinating character 's story",3
touched,3
"The otherwise good-naturedness of Mr. Deeds , with its embrace of sheer goofiness and cameos",3
"incredibly thoughtful , deeply meditative picture",4
"If you are curious to see the darker side of what 's going on with young TV actors -LRB- Dawson Leery did what ?!? -RRB- , or see some interesting storytelling devices , you might want to check it out",3
Nothing short of a masterpiece -- and a challenging one,4
history and culture,2
fustily tasteful,3
still has a sense of his audience,4
us a slice of life that 's very different from our own and yet instantly recognizable,3
is at once a tough pill to swallow and a minor miracle of self-expression .,3
you could shake a stick at,3
thriller,3
"is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes",3
"is , by itself , deserving of discussion",3
's something else altogether -- clownish and offensive and nothing at all like real life,0
smartly,3
"We hate -LRB- Madonna -RRB- within the film 's first five minutes , and she lacks the skill or presence to regain any ground",0
walked away from this new version of E.T. just as I hoped I would -- with moist eyes .,3
"of love , longing , and voting",3
a dash of the avant-garde fused with their humor,3
think most of the people who loved the 1989 Paradiso will prefer this new version,4
"to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl , and to ride the big metaphorical wave that is life -- wherever it takes you",3
"An elegant work , Food of Love is as consistently engaging as it is revealing .",3
of sexy intrigue,3
"with results that are sometimes bracing , sometimes baffling and quite often , and",3
finally revel in its splendor,3
is visually dazzling,4
sends you away a believer again and quite cheered at just that,4
lunatic,2
the title character undergoing midlife crisis,2
of an impression,3
"Smug , artificial , ill-constructed and fatally overlong ... it never finds a consistent tone and lacks bite , degenerating into a pious , preachy soap opera",0
"for a larger-than-life figure , an artist who has been awarded mythic status in contemporary culture",3
The humor and humanity,3
far more stylish and,3
pieces,2
enjoy as mild escapism,3
wisecracking,2
one man 's triumph of will,4
embraces life,3
The humor and humanity of Monsoon Wedding,3
have infused Frida with a visual style unique and inherent to the titular character 's paintings and in the process created a masterful work of art of their own .,4
scummy ripoff,0
savor,3
hellish,1
"my greatest pictures , Drunken Master",4
a glorious dose of humankind 's liberating ability,3
posing as a real movie .,0
be his way of saying that piffle is all that the airhead movie business deserves from him right now,1
", About a Boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater .",3
which amounts to much of a story,2
Kong movie,2
a sincere performance,4
maintaining the appearance of clinical objectivity,3
"It 's good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart .",3
is handled with intelligence and care,4
in short,1
is uniformly superb,4
the U.N.,2
comes across as shallow and glib though not mean-spirited,1
"also will win you over , in a big way",3
Like the original,3
's been responsible for putting together any movies of particular value or merit,1
"an example of the kind of lush , all-enveloping movie experience it rhapsodizes",3
"charming , quirky , original",4
best Star Trek movie,3
Anyone who wants to start writing screenplays,3
The Full Monty,2
its tragic waste,0
most resonant film since The Killer .,4
the ranks,3
bungling the big stuff,1
it 's a sit down and ponder affair,3
see it,3
get bogged down in earnest dramaturgy,1
a fascinating character 's story,4
the diner,2
that requires the enemy to never shoot straight,3
confident,4
splendid performances,4
its heartfelt concern,3
fake,1
second-guess your affection for the original,2
more fun than Conan the Barbarian,3
"enriched by an imaginatively mixed cast of antic spirits , headed by Christopher Plummer as the subtlest and most complexly evil Uncle Ralph I 've ever seen in the many film and stage adaptations of the work",4
elevate,3
've had the misfortune to watch in quite some time .,1
gorgeously atmospheric meditation,3
'd expect -- but nothing more,2
"A gem ,",4
"a ho-hum affair ,",1
stylistic austerity and forcefulness,3
spectacular,3
its dreaminess,3
win you over,3
"continues to systematically destroy everything we hold dear about cinema , only now it 's begun to split up so that it can do even more damage",0
if I said my ribcage did n't ache by the end of Kung Pow,3
subconscious,3
It 's not a motion picture ; it 's an utterly static picture,0
"with enthusiasm , sensuality and a conniving wit",4
disarmingly straightforward and strikingly devious,4
tricky and,2
"More than anything else , Kissing Jessica Stein injects freshness and spirit into the romantic comedy genre , which has been held hostage by generic scripts that seek to remake Sleepless in Seattle again and again .",4
make you think about existential suffering,3
a plodding mess,1
"playwright , poet and drinker",2
feel-good family comedy,4
kooky and,2
humorous and,3
through swirling rapids,2
fit well together,3
the actors ' performances,2
Marvelously entertaining and deliriously,4
that manages to have a good time as it doles out pieces of the famous director 's life,3
solid acting and,3
fantastic dual performance,4
